label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,,,,,,,,,,,,,,,,
1241,36.0820686,140.081597,262.088359,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1242,36.0820634,140.0815507,275.961140,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1243,36.0820674,140.0815033,276.812789,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1244,36.0820716,140.0814598,269.081362,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1245,36.082071,140.0814135,270.800134,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1246,36.0820715,140.0813692,271.386825,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1247,36.0820724,140.0813232,276.562672,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1248,36.0820769,140.0812748,270.333634,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1249,36.0820771,140.0812323,271.285880,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1250,36.0820779,140.0811882,281.936245,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1251,36.0820854,140.0811443,270.358064,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1252,36.0820856,140.0811047,211.221338,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1253,36.0820732,140.0810954,172.632088,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1254,36.0820682,140.0810962,182.097476,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,36.0820351,140.0810947,183.689441,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1256,36.0819975,140.0810917,206.490502,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1257,36.0819855,140.0810843,260.111815,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1258,36.0819794,140.081041,292.859914,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1259,36.0819917,140.0810049,269.848529,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1260,36.0819916,140.0809581,270.912751,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1261,36.0819922,140.0809115,276.304381,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1262,36.0819962,140.0808667,272.244416,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1263,36.0819976,140.0808225,270.000013,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1264,36.0819976,140.0807775,272.391713,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1265,36.0819992,140.0807301,272.175576,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1266,36.0820006,140.0806845,274.933962,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1267,36.0820036,140.0806415,273.314813,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1268,36.0820058,140.0805945,270.458378,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1269,36.0820061,140.0805481,272.060955,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1270,36.0820074,140.0805034,277.256672,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1271,36.082012,140.0804587,268.994509,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1272,36.0820114,140.0804164,276.530185,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1273,36.0820156,140.080371,270.000014,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1274,36.0820156,140.0803239,276.745429,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1275,36.0820195,140.0802831,272.630008,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1276,36.0820211,140.08024,270.634397,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1277,36.0820215,140.0801953,280.432155,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1278,36.0820283,140.0801496,274.899946,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
